"","names","total"
"73569","to your music",27
"73570","to your show",27
"73571","today they are",27
"73572","today you can",27
"73573","told me my",27
"73574","tomorrow and then",27
"73575","tomorrow should be",27
"73576","tonight i love",27
"73577","tonight it was",27
"73578","tonight so i",27
"73579","too afraid to",27
"73580","too cool to",27
"73581","too happy to",27
"73582","too i dont",27
"73583","too i want",27
"73584","too much into",27
"73585","took over and",27
"73586","took up the",27
"73587","touch with my",27
"73588","town this weekend",27
"73589","treatment of the",27
"73590","true for me",27
"73591","true story of",27
"73592","trust me its",27
"73593","try to eat",27
"73594","try to run",27
"73595","try to save",27
"73596","try to write",27
"73597","trying to not",27
"73598","trying to start",27
"73599","trying too hard",27
"73600","tune in now",27
"73601","turn out for",27
"73602","turned around to",27
"73603","tweet goes out",27
"73604","twice a month",27
"73605","twitter in a",27
"73606","two months of",27
"73607","two pairs of",27
"73608","u and ur",27
"73609","u dont need",27
"73610","u get my",27
"73611","u know who",27
"73612","u still have",27
"73613","u think of",27
"73614","u wake up",27
"73615","under the sea",27
"73616","understanding of how",27
"73617","unfortunately i didnt",27
"73618","unfortunately i was",27
"73619","university of maryland",27
"73620","university of texas",27
"73621","until i started",27
"73622","up and not",27
"73623","up and they",27
"73624","up for all",27
"73625","up i cant",27
"73626","up my phone",27
"73627","up on stage",27
"73628","up on them",27
"73629","up the book",27
"73630","up the car",27
"73631","up the other",27
"73632","up to find",27
"73633","up to something",27
"73634","up to these",27
"73635","up to u",27
"73636","up with people",27
"73637","up with u",27
"73638","up your own",27
"73639","use it and",27
"73640","use it i",27
"73641","use of social",27
"73642","use this as",27
"73643","used to use",27
"73644","variety of ways",27
"73645","very much looking",27
"73646","victory for the",27
"73647","virginia weather f",27
"73648","wake up every",27
"73649","wake up tomorrow",27
"73650","wake you up",27
"73651","wanna follow me",27
"73652","wanna have a",27
"73653","want a free",27
"73654","want this to",27
"73655","want to and",27
"73656","want to pick",27
"73657","want to teach",27
"73658","wanted to spend",27
"73659","wants to buy",27
"73660","wants to meet",27
"73661","wants to watch",27
"73662","warm up with",27
"73663","was a busy",27
"73664","was a couple",27
"73665","was a difficult",27
"73666","was a full",27
"73667","was a lie",27
"73668","was added to",27
"73669","was afraid to",27
"73670","was being a",27
"73671","was concerned about",27
"73672","was definitely the",27
"73673","was designed by",27
"73674","was expecting a",27
"73675","was far too",27
"73676","was intrigued by",27
"73677","was it really",27
"73678","was like oh",27
"73679","was made from",27
"73680","was named after",27
"73681","was not about",27
"73682","was not just",27
"73683","was not what",27
"73684","was of the",27
"73685","was on sale",27
"73686","was playing in",27
"73687","was right i",27
"73688","was shot and",27
"73689","was so impressed",27
"73690","was some sort",27
"73691","was struggling with",27
"73692","was surprised at",27
"73693","was the highlight",27
"73694","was the st",27
"73695","was there was",27
"73696","was to find",27
"73697","was when she",27
"73698","was wondering why",27
"73699","wasnt so bad",27
"73700","wasnt that drunk",27
"73701","wasting your time",27
"73702","watch this movie",27
"73703","way he is",27
"73704","way i wanted",27
"73705","way of a",27
"73706","way that makes",27
"73707","way to an",27
"73708","way to give",27
"73709","way to long",27
"73710","we aim to",27
"73711","we all live",27
"73712","we are good",27
"73713","we are running",27
"73714","we came back",27
"73715","we can create",27
"73716","we can live",27
"73717","we deal with",27
"73718","we did and",27
"73719","we did our",27
"73720","we didnt really",27
"73721","we get out",27
"73722","we go from",27
"73723","we had that",27
"73724","we hang out",27
"73725","we have ever",27
"73726","we have left",27
"73727","we hear the",27
"73728","we heard the",27
"73729","we learn from",27
"73730","we learn that",27
"73731","we listen to",27
"73732","we look for",27
"73733","we make our",27
"73734","we met up",27
"73735","we moved into",27
"73736","we need one",27
"73737","we never got",27
"73738","we received a",27
"73739","we should meet",27
"73740","we think it",27
"73741","we were back",27
"73742","we were kids",27
"73743","we were ready",27
"73744","we were trying",27
"73745","we will follow",27
"73746","we will start",27
"73747","weather bluefield west",27
"73748","week i dont",27
"73749","week i just",27
"73750","week i went",27
"73751","week of may",27
"73752","week stay tuned",27
"73753","week this is",27
"73754","week to be",27
"73755","weekend ill be",27
"73756","well and is",27
"73757","well aware that",27
"73758","well before the",27
"73759","well i still",27
"73760","well if i",27
"73761","well make sure",27
"73762","well so far",27
"73763","well take it",27
"73764","well then you",27
"73765","well we all",27
"73766","went from a",27
"73767","went over the",27
"73768","went to her",27
"73769","went very well",27
"73770","were found in",27
"73771","were from the",27
"73772","were going for",27
"73773","were inspired by",27
"73774","were killed in",27
"73775","were kind of",27
"73776","were not able",27
"73777","were required to",27
"73778","were taken to",27
"73779","were thinking of",27
"73780","were you when",27
"73781","west virginia weather",27
"73782","weve been waiting",27
"73783","what a sad",27
"73784","what could possibly",27
"73785","what does she",27
"73786","what ever you",27
"73787","what happened last",27
"73788","what happens with",27
"73789","what he calls",27
"73790","what i might",27
"73791","what if there",27
"73792","what is most",27
"73793","what it looked",27
"73794","what might have",27
"73795","what others have",27
"73796","what shall we",27
"73797","what so ever",27
"73798","what time you",27
"73799","what we like",27
"73800","what would a",27
"73801","what you give",27
"73802","when does it",27
"73803","when everyone is",27
"73804","when he asked",27
"73805","when he goes",27
"73806","when he wants",27
"73807","when he would",27
"73808","when i gave",27
"73809","when i ran",27
"73810","when is that",27
"73811","when it all",27
"73812","when they think",27
"73813","when you become",27
"73814","when you order",27
"73815","when you tweet",27
"73816","where all my",27
"73817","where has the",27
"73818","where i belong",27
"73819","where i feel",27
"73820","where people can",27
"73821","whether there is",27
"73822","which brings us",27
"73823","which i really",27
"73824","which seemed to",27
"73825","which will make",27
"73826","while everyone else",27
"73827","while i didnt",27
"73828","while i think",27
"73829","while i work",27
"73830","while now and",27
"73831","who choose to",27
"73832","who continue to",27
"73833","who could have",27
"73834","who gets the",27
"73835","who got the",27
"73836","who is he",27
"73837","who is to",27
"73838","who just got",27
"73839","who says that",27
"73840","who seemed to",27
"73841","who the are",27
"73842","who u are",27
"73843","who will do",27
"73844","who will not",27
"73845","who will take",27
"73846","who would want",27
"73847","who you were",27
"73848","why are u",27
"73849","why dont u",27
"73850","why i always",27
"73851","why is your",27
"73852","why ive been",27
"73853","why not take",27
"73854","why they dont",27
"73855","why would u",27
"73856","wife and kids",27
"73857","will be enough",27
"73858","will be presented",27
"73859","will be quite",27
"73860","will be visiting",27
"73861","will be writing",27
"73862","will come along",27
"73863","will fall into",27
"73864","will for sure",27
"73865","will get your",27
"73866","will grow up",27
"73867","will have my",27
"73868","will last a",27
"73869","will not find",27
"73870","will not see",27
"73871","will play the",27
"73872","will receive the",27
"73873","will this be",27
"73874","will vote for",27
"73875","with a family",27
"73876","with a gift",27
"73877","with a goal",27
"73878","with a loud",27
"73879","with a message",27
"73880","with a person",27
"73881","with a price",27
"73882","with a super",27
"73883","with down syndrome",27
"73884","with good reason",27
"73885","with her to",27
"73886","with it on",27
"73887","with me about",27
"73888","with my hubby",27
"73889","with my lil",27
"73890","with my team",27
"73891","with sl st",27
"73892","with something like",27
"73893","with the details",27
"73894","with the letter",27
"73895","with the pain",27
"73896","with the president",27
"73897","with the real",27
"73898","with the recent",27
"73899","with the three",27
"73900","with their new",27
"73901","with up to",27
"73902","with you im",27
"73903","with you it",27
"73904","without the help",27
"73905","women out there",27
"73906","wonder what would",27
"73907","wont get into",27
"73908","work and school",27
"73909","work i was",27
"73910","work in an",27
"73911","work out a",27
"73912","work today i",27
"73913","work with this",27
"73914","worked really well",27
"73915","working in my",27
"73916","working with them",27
"73917","works just cause",27
"73918","world and a",27
"73919","world as it",27
"73920","world is going",27
"73921","world on fire",27
"73922","worst kind of",27
"73923","worst thing ever",27
"73924","worth a shot",27
"73925","worth it and",27
"73926","would be made",27
"73927","would be some",27
"73928","would be surprised",27
"73929","would be used",27
"73930","would be wrong",27
"73931","would have come",27
"73932","would have put",27
"73933","would it take",27
